ID,Title,Content
2428,"Terranova <br/> Turmeric Root 350mg (Fresh Freeze Dried-Organic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Turmeric Root [Curcuma longa] fresh freeze dried-ORGANIC 350mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES</div>
</div>

"
2431,"Terranova<br/> Cordyceps, Rhodiola & Ginseng Super-Blend Powder 30g size (Fresh Freeze Dried)","1/4 TEASPOON (APPROX. 1.25g) TYPICALLY PROVIDES:
<div class=""two-columns"">
<strong>PHYTOFRESH COMPLEX 1.25g</strong>
<div>PROVIDING:
Cordyceps (fresh freeze dried-ORGANIC (Full-spectrum: providing all fungal components & extracellular compounds) 500mg
Rhodiola Root Extract (freeze dried aqueous extract) 300mg
American Ginseng (fresh freeze dried) 300mg
Ginger Rhizome/Root (fresh freeze dried -ORGANIC) 90mg
Green <strong>Oat</strong> Seed [Avena sativa] (fresh freeze dried) 50mg
Cayenne Fruit (ORGANIC) 10mg
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<div><strong>Contains Oat seed – consult physician if coeliac.</strong></div>
</div>
</div>
</div>
</div>"
2433,"Terranova <br/> Green pH Alkaline Super-Blend Powder 40g size (Fresh Freeze Dried)","1/2 TEASPOON (APPROX. 2.5g) TYPICALLY PROVIDES:
<div class=""two-columns"">
<strong>PHYTOFRESH COMPLEX 2.5g</strong>

PROVIDING:
Kale (fresh freeze dried – ORGANIC) 500mg
Nettle Leaf (fresh freeze dried) 350mg
Spinach (fresh freeze dried – ORGANIC) 350mg
Parsley (fresh freeze dried – ORGANIC) 250mg
Endive (fresh freeze dried) 250mg
Dandelion Leaf (fresh freeze dried) 250mg
Watercress (fresh freeze dried) 250mg
<strong>Wheat</strong> Grass Juice (fresh freeze dried – ORGANIC) 100mg
Broccoli Sprout (fresh freeze dried – ORGANIC) 100mg
<strong>Celery</strong> Stalk & Leaf (fresh freeze dried) 100mg

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS & VEGANS</strong>
NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

Contains wheatgrass – consult physician if coeliac.
Contains celery.
</div>"
2435,"Terranova <br/> Green Purity Super-Blend Powder 40g size (Fresh Freeze Dried)","1/2 TEASPOON (APPROX. 2.5g) TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>PHYTOFRESH COMPLEX 2.5g</strong>
<div>PROVIDING:
Dandelion Leaf (fresh freeze dried) 500mg
Watercress (fresh freeze dried) 450mg
Kale (fresh freeze dried – ORGANIC) 300mg
Parsley (fresh freeze dried – ORGANIC) 250mg
Beetroot (fresh freeze dried – ORGANIC) 250mg
Burdock Root (fresh freeze dried) 200mg
Nettle Leaf (fresh freeze dried) 150mg
Turmeric Root (fresh freeze dried – ORGANIC) 100mg
Artichoke Leaf (fresh freeze dried) 100mg
Coriander Leaf (fresh freeze dried – ORGANIC) 100mg
<strong>Wheat</strong> Grass Juice (fresh freeze dried – ORGANIC) 100mg
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<div>Contains wheatgrass – consult physician if coeliac.</div>
</div>
</div>
</div>
</div>"
2437,"Terranova <br/> Hawthorn, Gingko & Bilberry Super-Blend Powder 30g size (Fresh Freeze Dried)","1/4 TEASPOON (APPROX. 1.25g) TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>PHYTOFRESH COMPLEX 1.25g</strong>
PROVIDING:
Hawthorn Berry (fresh freeze dried – ORGANIC) 550mg
Ginkgo Leaf (fresh freeze dried – ORGANIC) 300mg
Bilberry (fresh freeze dried) 225mg
Aronia Berry (fresh freeze dried – ORGANIC) 100mg
Ginger Rhizome / Root (fresh freeze dried – ORGANIC) 50mg
Cayenne Fruit (fresh freeze dried – ORGANIC) 25mg

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
2441,"Terranova <br/> Tart Cherry, Nettle & Turmeric Super-Blend Powder 50g size (Fresh Freeze Dried)","1/2 TEASPOON (APPROX. 2.5g) TYPICALLY PROVIDES:
<div class=""two-columns""><strong>PHYTOFRESH COMPLEX 2.5g</strong>
PROVIDING:
Montmorency Tart Cherry (fresh freeze dried) 1250mg
Nettle Leaf (fresh freeze dried) 500mg
Turmeric Root (fresh freeze dried – ORGANIC) 350mg
<strong>Celery</strong> Stalk &amp; Leaf (fresh freeze dried) 300mg
Ginger Rhizome/Root (fresh freeze dried – ORGANIC) 100mg

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO CORN – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

Contains celery</div>"
2446,"Terranova <br/> Microflora Complex With FOS And More","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

MICROFLORA BLEND 188mg
<div>PROVIDING:
Lactiplantibacillus plantarum (Rosell-1012) 1 billion organisms*
Lacticaseibacillus paracasei (Rosell-215) 800 million organisms*
Lacticaseibacillus rhamnosus (Rosell-11) 700 million organisms*
Lactobacillus acidophilus/helveticus (Rosell-52) 500 million organisms*
Bifidobacterium lactis (CHR Hansen BB-12) 500 million organisms*
<div>all above strains are of non-dairy origin
*potency at time of manufacture
<div>

<strong>MAGNIFOOD COMPLEX 125mg</strong>
<div>PROVIDING:
Burdock Root [Arctium Lappa]-fresh freeze dried 75mg
Beetroot [Beta Vulgaris]-fresh freeze dried-ORGANIC 25mg
Stabilized Rice Bran 25mg
<div>FOS (fructooligosaccharides) 100mg
Larch Tree Arabinogalactan [Larix Laricina] 50mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)
<div>

<strong>Contains traces of Soya.</strong>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS -NO PRESERVATIVES</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>"
2460,"Terranova <br/> Easy Iron 20mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 275mg</strong>

PROVIDING:
Rose Hips [Rosa canina]-ORGANIC 100mg
Stabilised Rice Bran 100mgg
Green <strong>Barley</strong> Grass [Hordeum vulgare]-fresh freeze dried-ORGANIC 50mg
Acai Berry [Euterpe oleracea]-fresh freeze dried-ORGANIC 25mg

Iron (as bisglycinate Chelate* [Ferrochel&#x2122;] 20mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>*Ferrochel&#x2122; is a trademark of Albion Labs</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
Contains barley grass – consult physician if coeliac.

</div>
<div class=""yt_video"">https://www.youtube.com/watch?v=DgT9E1itnDs</div>"
2463,"Terranova <br/> Magnesium Calcium Complex (2:1 Ratio)","FOUR VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 450mg</strong>
<div>PROVIDING:
Stabilized Rice Bran 150mg
Green <strong>Barley</strong> Grass [Hordeum vulgare] (fresh freeze dried – ORGANIC) 75mg
Nettle Leaf [Urtica dioica] (fresh freeze dried) 50mg
Ginger Rhizome/Root [Zingiber officinale] (fresh freeze dried – ORGANIC) 50mg
Green <strong>Oat</strong> Seed [Avena sativa] (fresh freeze dried) 50mg
Alfalfa Flower &amp; Leaf [Medicago sativa] (fresh freeze dried – ORGANIC) 50mg
Horsetail Spring Shoot [Equisetum arvense] (fresh freeze dried) 25mg

Magnesium (as oxide, citrate) 500mg
Calcium (as carbonate, citrate) 250mg
FOS (fructooligosaccharides) 50mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>

NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<div><strong>Contains Oat seed and Barley grass – consult physician if coeliac.</strong></div>
</div>
</div>
</div>
</div>
</div>
</div>

<div class=""yt_video"">
https://www.youtube.com/watch?v=cC3l0ajzhdw
</div>"
2469,"Terranova <br/> Zinc 15mg Complex","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 400mg</strong>
PROVIDING:
Stabilized Rice Bran 250mg
Spirulina [Spirulina Platensis]-fresh freeze dried-ORGANIC 75mg
Pumpkin Seed [Cucurbita Pepo]-ORGANIC 50mg
Acai Berry [Euterpe Oleracea]-fresh freeze dried-ORGANIC 25mg

Zinc (bisglycinate chelate* TRAACS&#x2122;) 15mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>* TRAACS&#x2122; is a trademark of Albion Labs</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
2474,"Terranova <br/> Living Multinutrient","THREE VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns"">

<strong>MAGNIFOOD COMPLEX 900mg</strong>
<div>PROVIDING:
Spirulina [Spirulina Platensis]-fresh freeze dried-ORGANIC 200mg
<strong>Green</strong> Barley Grass [Hordeum Vulgare]-fresh freeze dried-ORGANIC 150mg
Stabilised Rice Bran 100mg
Sea Buckthorn Berry [Hippophae Rhamnoides]-fresh freeze dried 50mg
Acai Berry [Euterpe Oleracea]-fresh freeze dried-ORGANIC 50mg
Alfalfa Flower &amp; Leaf [Medicago Sativa]-fresh freeze dried-ORGANIC 50mg
Dandelion Leaf [Taraxacum Officinale]-fresh freeze dried 50mg
Nettle Leaf [Urtica Dioica]-fresh freeze dried 50mg
Turmeric Root [Curcuma Longa]-fresh freeze dried-ORGANIC 25mg
<strong>Wheat</strong> Grass Juice [Triticum Aestivum]- fresh freeze dried-ORGANIC 25mg
Green Tea Leaf [Camellia Sinensis]-ORGANIC 25mg
Watercress [Nasturtium Officinale]-fresh freeze dried 25mg
Kale [Brassica Oleracea Var Acephala]-fresh freeze dried-ORGANIC 25mg
Pomegranate Arils [Punica Granatum]-fresh freeze dried-ORGANIC 25mg
Blackberry [Rubus Fruticosus]-fresh freeze dried-ORGANIC 25mg
Red Raspberry (Rubus Idaeus)-fresh freeze dried-ORGANIC 25mg
<div></div>
<div>Vitamin C (as Ca, Mg, Zn ascorbate) 250mg
Vitamin E (d-alpha tocopheryl succinate 150iu 101mg
Calcium (as carbonate, citrate, ascorbate) 50mg
Magnesium (as oxide, citrate, ascorbate) 25mg
Vitamin B6 (as pyridoxine hydrochloride 6mg / pyridoxal 5-phosphate 6mg) 12mg
Pantothenic Acid (as calcium pantothenate) 25mg
Vitamin B1 (as thiamin mononitrate) 20mg
Vitamin B2 (riboflavin) 20mg
Niacin (as niacinamide) 20mg
Inositol 15mg
Choline Bitartrate* (Vitacholine&#x2122;) 15mg
Citrus Bioflavonoids 15mg
Zinc (as ascorbate) 10mg
Larch Tree Arabinogalactan [Larix Laricina] 5.5mg
Natural Beta Carotene/Mixed Carotenoids 4mg
Manganese (as bisglycinate chelate* TRAACS&#x2122;) 1.5mg
Iron (as bisglycinate Chelate* [Ferrochel&#x2122;] 1.5mg
Copper (as gluconate) 1.25mg
Boron (as sodium borate) 1mg
Lutein (as prep.) 1mg
Lycopene (as tomato prep.) 1mg
Vitamin A (as palmitate prep. 2500iu) 751ug
Folate (as calcium L-methylfolate) 200ug
Iodine (as potassium iodide) 150ug
Biotin (as d-Biotin) 100ug
Chromium (as picolinate) 50ug
Selenium (as selenomethionine) 50ug
Vitamin B12 (as methylcobalamin) 50ug
Vitamin K2 as MK-7 (<strong><b><sup><span lang=""PT-BR"">‡</span></sup></b></strong>MenaQ7®) 10ug
Vitamin D3 (vegan cholecalciferol – 200iu) 5ug<strong><strong>
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong><b><sup><span lang=""PT-BR"">‡</span></sup></b> MenaQ7® is a registered trademark of Lesaffre et Compagnie, France</strong>

<strong>* VitaCholine&#x2122; and TRAACS&#x2122; are trademarks of Balchem Corp. or Albion Labs.</strong>
<div>
<div></div>
<div><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS / SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
<div><strong>Contains wheat grass and barley grass – consult physician if coeliac.</strong></div>
</div>
</div>
</div>
</div>
"
2477,"Terranova <br/> Prenatal Multivitamin","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 350mg</strong>
PROVIDING:
Kale (fresh freeze dried – ORGANIC) 100mg
Blackberry Fruit (fresh freeze dried – ORGANIC) 50mg
Bilberry Fruit (fresh freeze dried – ORGANIC) 50mg
Pumpkin Seed 50mg (ORGANIC)
Stabilized Rice Bran 50mg
Beetroot (fresh freeze dried – ORGANIC) 25mg
Spinach (fresh freeze dried – ORGANIC) 25mg
Calcium (as carbonate, citrate, ascorbate) 100mg
Vitamin C (as Ca, Mg, Zn ascorbate) 60mg
Magnesium (as oxide, citrate, ascorbate) 50mg
Vitamin E (d-alpha tocopheryl succinate – 30iu) 20mg
Citrus Bioflavonoids 20mg
DHA (docosahexaenoic acid – vegetarian) 15mg
Iron (as bisglycinate Chelate* [Ferrochel&#x2122;] 15mg
Niacin (as niacinamide) 15mg
Zinc (as ascorbate) 10mg
Pantothenic Acid (as calcium pantothenate) 5mg
Vitamin B6 (as pyridoxine hydrochloride) 5mg
Choline Bitartrate* (Vitacholine&#x2122;) 5mg
Inositol 5mg
Vitamin B1 (as thiamin mononitrate) 3mg
Vitamin B2 (riboflavin) 3mg
Natural Beta Carotene/Mixed Carotenoids 2mg
Copper (as gluconate) 1mg
Manganese (as bisglycinate chelate* TRAACS&#x2122;) 0.5mg
Folate (as calcium L-methylfolate) 400ug
Biotin (as d-Biotin) 150ug
Iodine (as potassium iodide) 100ug
Selenium (as selenomethionine) 25ug
Chromium (as picolinate) 20ug
Vitamin D3 (vegan cholecalciferol [from lichen] – 400iu) 10ug
Vitamin B12 (as methylcobalamin) 5ug
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)<strong>* VitaCholine&#x2122;, Ferrochel&#x2122; and TRAACS&#x2122; are trademarks of </strong><strong>Balchem Corp. or Albion Labs.</strong>

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong>SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
2482,"TERRANOVA <br/> Vitamin B12 500ug Complex (Methylcobalamin)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 350mg</strong>
PROVIDING:
Stabilized Rice Bran 175mg
Parsley Leaf [Petroselinum Crispum]-fresh freeze dried-ORGANIC 50mg
Dandelion Leaf [Taraxacum Officinale]-fresh freeze dried 50mg
Beetroot [Beta Vulgaris]-fresh freeze dried-ORGANIC 25mg
Ginger Rhizome/Root [Zingiber Officinale]-fresh freeze dried-ORGANIC 25mg
Gentian Root [Gentiana Lutea] 25mg

Vitamin B12 (as methylcobalamin) 500ug
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
<div>NO WHEAT – NO SOY – NO CORN – NO YEAST – NO DAIRY – NO GELATINE - NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS - NO PRESERVATIVES</div>
</div>"
2485,"TERRANOVA <br/> Vitamin C 250mg Multi-Ascorbate Complex (Non Acidic)","ONE VEGETARIAN CAPSULE TYPICALLY PROVIDES:
<div class=""two-columns"">Vitamin C (as Ca, Mg, K ascorbate) 250mg
TYPICAL ANALYSIS:
<strong>Calcium Ascorbate 140mg</strong>
Vitamin C 115mg Calcium 10mg
<strong>Magnesium Ascorbate 112mg</strong>
Vitamin C 92mg Magnesium 8mg
<strong>Potassium Ascorbate 55mg</strong>
Vitamin C 43mg Potassium 8mg

MAGNIFOOD COMPLEX 275mg
PROVIDING:
Stabilized Rice Bran 100mg
Sea Buckthorn Berry [Hippophae Rhamnoides] - fresh freeze dried 50mg
Acai Berry [Euterpe Oleracea] - fresh freeze dried - ORGANIC 50mg
Acerola Cherry [Malpighia Emarginata] - ORGANIC 50mg
Rose Hips [Rosa Canina] - ORGANIC 25mg
Larch Tree Arabinogalactan [Larix Laricina] 5.5mg
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
2488,"TERRANOVA <br/> Beauty Complex Skin - Hair - Nails","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 525mg</strong>
PROVIDING:
Horsetail Spring Shoot (fresh freeze dried) 150mg
Nettle Leaf (fresh freeze dried) 100mg
Sea Buckthorn (fresh freeze dried) 50mg
Bilberry Fruit (fresh freeze dried – ORGANIC) 50mg
Stabilized Rice Bran 50mg
Raw Cacao Nib 25mg (ORGANIC)
Pumpkin Seed 25mg (ORGANIC)
Gotu Kola Leaf (fresh freeze dried) 25mg
Burdock Root (fresh freeze dried) 25mg
Watercress (fresh freeze dried) 25mg
OptiMSM® (methylsulfonylmethane) 400mg
Vitamin C (as Ca, Mg ascorbate) 100mg
Pantothenic Acid (as calcium pantothenate) 20mg
Larch Tree Arabinogalactan [Larix Laricina] 5.5mg
Zinc (as ascorbate) 5mg
Natural Beta Carotene / Mixed Carotenoids 2mg
Vitamin A (as palmitate prep. – 1250iu) 375ug
Biotin (as d-Biotin) 100ug
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES

</div>"
2490,"TERRANOVA <br/> Bilberry, Lutein & Astaxanthin Complex","<!-- wp:paragraph -->
<p>TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 685mg</strong><br />PROVIDING:<br />Bilberry Fruit (fresh freeze dried– ORGANIC) 360mg<br />Stabilized Rice Bran 150mg<br />Kale (fresh freeze dried – ORGANIC) 75mg<br />Acai Berry (fresh freeze dried – ORGANIC) 50mg<br />Watercress (fresh freeze dried) 50mg
<p>Vitamin C (as Ca, Mg ascorbate) 100mg<br />Vitamin E (d-alpha tocopheryl succinate – 100iu) 67mg<br />Taurine 50mg<br />N-Acetylcysteine 50mg<br />Lutein (as marigold prep.) 10mg<br />Grape Seed Extract 10mg<br />Zinc (as ascorbate) 5mg<br />Natural Beta Carotene/Mixed Carotenoids 3mg<br />Manganese (as bisglycinate chelate* TRAACS&#x2122;) 1mg<br />Copper (as gluconate) 0.625mg<br />Astaxanthin 500ug<br />Vitamin A (as palmitate - 999iu) 300ug<br />Selenium (as selenomethionine) 25ug<br />Vegetarian Capsule Shell (hydroxypropyl methylcellulose)</p>
<p><strong>* TRAACS&#x2122; is a trademark of Albion Labs</strong></p>
<p><strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong><br /><strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong><br />NO WHEAT – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS NO PRESERVATIVES</p>
</div>
<!-- /wp:html -->

<!-- wp:html /-->"
2492,"TERRANOVA <br/> Dandelion, Artichoke & Cysteine Complex","TWO VEGETARIAN CAPSULES TYPICALLY PROVIDE:
<div class=""two-columns""><strong>MAGNIFOOD COMPLEX 825mg</strong>
PROVIDING:
Dandelion Root [Taraxacum Officinalis] (fresh freeze dried) 200mg
Turmeric Root [Curcuma Longa] (fresh freeze dried – ORGANIC) 150mg
Artichoke Leaf [Cynara Scolymus] (fresh freeze dried) 125mg
Schisandra Berry [Schisandra Chinensis] (ORGANIC) 100mg
Sea Buckthorn Berry [Hippophae Rhamnoides] (fresh freeze dried) 50mg
Green Tea Leaf [Camellia Sinensis] (ORGANIC) 50mg
Kale [Brassica Oleracea Var Acephala] (fresh freeze dried – ORGANIC) 50mg
Green <strong>Barley</strong> Grass [Hordeum Vulgare] (fresh freeze dried – ORGANIC) 50mg
Stabilized Rice Bran 50mg

Vitamin C (as Ca, Mg ascorbate) 150mg
L-Cysteine 75mg
Taurine 20mg
Larch Tree Arabinogalactan [Larix laricina] 5.5mg
Selenium (as selenomethionine) 25ug
Vegetarian Capsule Shell (hydroxypropyl methylcellulose)

<strong>NO FILLERS, BINDERS OR OTHER EXCIPIENTS</strong>
<strong> SUITABLE FOR VEGETARIANS &amp; VEGANS</strong>
NO WHEAT – NO SOY – NO YEAST – NO DAIRY – NO GELATINE – NO ANIMAL INGREDIENTS – NO ADDITIVES – NO ADDED SUGAR – NO COLOURS – NO FLAVOURS – NO PRESERVATIVES
Contains barley grass – consult physician if coeliac.

</div>"
